school_id,lat,lon,county_fips,match
00032156,34.805803170231,-111.803856791426,04025,Match
A0500778,37.630131938755,-122.444578368904,06081,Match
02004943,,,,No_Match
A2300387,34.04509014317,-117.94917077561,06037,Match
A0300233,37.781861232239,-122.413414155903,06075,Match
A1100032,33.608376598008,-112.089925025674,04013,Match
A1500588,35.310470202081,-120.836314784461,06079,Match
00069437,34.143637869506,-118.031567806008,06037,Match
A1500108,32.258131283237,-110.807578839985,04019,Match
A1500570,34.292502659006,-119.297351367864,06111,Match
BB944617,34.0598788991,-118.362891286982,06037,Match
00000576,30.695936566483,-88.053208043678,01097,Match
A1100045,34.74595053054,-111.969627457753,04025,Match
A9100339,,,,No_Match
A2300375,33.628761088974,-117.936204248636,06059,Match
K9500871,37.445331999796,-121.892711041717,06085,Match
BB020267,34.223953404047,-118.562227632423,06037,Match
A2300371,33.758918069849,-118.017507496122,06059,Match
A1300037,34.786621851101,-86.725635055139,01089,Match
00077062,32.843388474784,-117.272210228344,06073,Match
00032145,33.517199651575,-112.000331478516,04013,Match
00031298,33.480016524442,-111.973037350843,04013,Match
A0300240,33.743021320679,-117.815300051015,06059,Match
01604012,61.108687639749,-149.830248546289,02020,Match
A2300378,,,,No_Match
00081556,37.565458140637,-122.327869808118,06081,Match
A2300379,34.194481570803,-118.930006580448,06111,Match
A0500308,36.779355664686,-119.809662261111,06019,Match
A2300377,,,,No_Match
A1500578,34.019043501979,-117.889468933606,06037,Match
A0101024,37.776349061616,-122.186431374358,06001,Match
A1390028,34.006524582711,-118.34003385746,06037,Match
A1500565,32.768104154719,-117.140461741491,06073,Match
A1900707,33.94379325195,-118.278596976598,06037,Match
02009384,38.082701029334,-122.558265704098,06041,Match
00078383,37.81142024564,-122.260112495167,06001,Match
02001895,,,,No_Match
K9500868,37.802651873247,-122.21649206858,06001,Match
01608888,31.022098566795,-87.507315387669,01053,Match
00094827,,,,Tie
A2300365,37.308993942249,-121.943551945328,06085,Match
A2300366,35.633917394324,-117.673258267353,06029,Match
A1100054,33.95986286283,-118.320364321888,06037,Match
A1100052,34.966110685696,-91.873924687462,05085,Match
00069415,34.138649640151,-118.142922564886,06037,Match
00080698,33.927886373862,-118.099405884685,06037,Match
A1500569,34.157671436665,-118.394410931706,06037,Match
A1100053,35.150576357382,-90.184707501637,05035,Match
00048971,36.242618889978,-94.493748873565,05007,Match
A0101048,37.249773581677,-121.879578256037,06085,Match
00001445,,,,No_Match
00000598,30.674816344853,-88.090733980742,01097,Match
A9900196,38.791613939603,-121.269167489939,06061,Match
A1500551,34.428753152606,-119.706741155562,06083,Match
BB020284,34.186723435515,-118.429928095071,06037,Match
A2300350,37.90142209967,-122.067923712517,06013,Match
BB000215,33.148411809052,-117.233288940008,06073,Match
K9300319,34.218835457574,-118.875535484042,06111,Match
A2300351,33.296561528219,-117.223951355262,06073,Match
