Title,Page ID,URL,State,City,County,Extracted State,School Type,Direct Parent Category
"Forestburg High School",34279300,"https://en.wikipedia.org/wiki/Forestburg_High_School","Texas","Forestburg, Texas","","Texas","public","Public high schools in Texas"
"Forney High School",4430645,"https://en.wikipedia.org/wiki/Forney_High_School","Texas","Forney, Texas","","Texas","public","Public high schools in Texas"
"Forsan High School",27201441,"https://en.wikipedia.org/wiki/Forsan_High_School","Texas","Forsan, Texas","","Texas","public","Public high schools in Texas"
"Fort Bend Christian Academy",52768271,"https://en.wikipedia.org/wiki/Fort_Bend_Christian_Academy","Texas","Sugar Land","Fort Bend County","Texas","public","High schools in Fort Bend County, Texas"
"Fort Davis Junior-Senior High School",7244548,"https://en.wikipedia.org/wiki/Fort_Davis_Junior-Senior_High_School","Texas","Fort Davis, Texas","","Texas","public","Public high schools in Texas"
"Fort Hancock High School",34536865,"https://en.wikipedia.org/wiki/Fort_Hancock_High_School","Texas","Fort Hancock, Texas","","Texas","public","Public high schools in Texas"
"Fort Stockton High School (Texas)",41477702,"https://en.wikipedia.org/wiki/Fort_Stockton_High_School_(Texas)","Texas","Fort Stockton, Texas","","Texas","public","Public high schools in Texas"
"Fort Worth Academy of Fine Arts",22655835,"https://en.wikipedia.org/wiki/Fort_Worth_Academy_of_Fine_Arts","Texas","3901 S. Hulen St. Fort Worth","","Texas 76109","public","Public high schools in Texas"
"Fort Worth Christian School",24320856,"https://en.wikipedia.org/wiki/Fort_Worth_Christian_School","Texas","North Richland Hills, Texas","Tarrant County","Texas","public","High schools in Tarrant County, Texas"
"Fort Worth Country Day School",33726603,"https://en.wikipedia.org/wiki/Fort_Worth_Country_Day_School","Texas","Fort Worth, Texas","Tarrant County","Texas","public","High schools in Tarrant County, Texas"
"Fossil Ridge High School (Fort Worth, Texas)",4202182,"https://en.wikipedia.org/wiki/Fossil_Ridge_High_School_(Fort_Worth,_Texas)","Texas","Fort Worth","Tarrant County, Texas","Texas","public","Public high schools in Texas"
"Fox Tech High School",51277082,"https://en.wikipedia.org/wiki/Fox_Tech_High_School","Texas","San Antonio, Texas","Bexar County, Texas","Texas","unknown","Texas high school stubs"
"Foy H. Moody High School",19951022,"https://en.wikipedia.org/wiki/Foy_H._Moody_High_School","Texas","Corpus Christi, Texas","","Texas","unknown","Texas high school stubs"
"Frank M. Tejeda Academy",51252537,"https://en.wikipedia.org/wiki/Frank_M._Tejeda_Academy","Texas","San Antonio, Texas","","Texas","public","Public high schools in Texas"
"Franklin D. Roosevelt High School (Texas)",15352264,"https://en.wikipedia.org/wiki/Franklin_D._Roosevelt_High_School_(Texas)","Texas","Dallas","","Texas","public","Public high schools in Texas"
"Franklin High School (El Paso, Texas)",6380869,"https://en.wikipedia.org/wiki/Franklin_High_School_(El_Paso,_Texas)","Texas","900 N. Resler DriveEl Paso","","expanded","unknown","High schools in El Paso, Texas"
"Franklin High School (Franklin, Texas)",34725345,"https://en.wikipedia.org/wiki/Franklin_High_School_(Franklin,_Texas)","Texas","Franklin, Texas","","Texas","public","Public high schools in Texas"
"Frankston High School (Texas)",23771723,"https://en.wikipedia.org/wiki/Frankston_High_School_(Texas)","Texas","Frankston, Texas","Anderson County, Texas","Texas","public","Public high schools in Texas"
"Frassati Catholic High School",42680648,"https://en.wikipedia.org/wiki/Frassati_Catholic_High_School","Texas","Spring, Texas","Harris County, Texas","Texas","private","Catholic secondary schools in Texas"
"Freer High School",41851285,"https://en.wikipedia.org/wiki/Freer_High_School","Texas","Freer, Texas","","Texas","public","Public high schools in Texas"
"French High School",59973948,"https://en.wikipedia.org/wiki/French_High_School","Texas","","","Texas","public","Public high schools in Texas"
"Frenship High School",21061695,"https://en.wikipedia.org/wiki/Frenship_High_School","Texas","Wolfforth, Texas","","Texas","public","Public high schools in Texas"
"Friendswood High School",6834495,"https://en.wikipedia.org/wiki/Friendswood_High_School","Texas","Friendswood","","Texas","public","Public high schools in Texas"
"Frisco High School",5676126,"https://en.wikipedia.org/wiki/Frisco_High_School","Texas","Frisco, Texas","Collin County","Texas","public","High schools in Collin County, Texas"
"Furr High School",6104172,"https://en.wikipedia.org/wiki/Furr_High_School","Texas","Houston, Texas","","Texas","public","Public high schools in Houston"
"Gainesville High School (Texas)",33775658,"https://en.wikipedia.org/wiki/Gainesville_High_School_(Texas)","Texas","Gainesville, Texas","","Texas","public","Public high schools in Texas"
"Ganado High School (Texas)",29694237,"https://en.wikipedia.org/wiki/Ganado_High_School_(Texas)","Texas","Ganado, Texas","","Texas","public","Public high schools in Texas"
"Garden City High School (Texas)",34474634,"https://en.wikipedia.org/wiki/Garden_City_High_School_(Texas)","Texas","Garden City, Texas","","Texas","public","Public high schools in Texas"
"Garland Christian Academy",49373407,"https://en.wikipedia.org/wiki/Garland_Christian_Academy","Texas","Garland, Texas","Dallas County, Texas","Texas","unknown","High schools in Garland, Texas"
"Garland High School",2362977,"https://en.wikipedia.org/wiki/Garland_High_School","Texas","Garland, Texas","Dallas County, Texas","Texas","unknown","High schools in Garland, Texas"
"Garrison High School",38821454,"https://en.wikipedia.org/wiki/Garrison_High_School","Texas","Garrison, Texas","","Texas","public","Public high schools in Texas"
"Gatesville High School",48209498,"https://en.wikipedia.org/wiki/Gatesville_High_School","Texas","Gatesville, Texas","","Texas","public","Public high schools in Texas"
"Gateway Academy (Laredo, Texas)",30668237,"https://en.wikipedia.org/wiki/Gateway_Academy_(Laredo,_Texas)","Texas","Laredo","Webb","Texas","public","Public high schools in Texas"
"Gene A. Buinger Career and Technical Education Academy",57123798,"https://en.wikipedia.org/wiki/Gene_A._Buinger_Career_and_Technical_Education_Academy","Texas","Bedford, Texas","Tarrant County, Texas","Texas","public","Public high schools in Tarrant County, Texas"
"Genesis High School",51236669,"https://en.wikipedia.org/wiki/Genesis_High_School","Texas","Bastrop, Texas","","Texas","public","Public high schools in Texas"
"George I. Sanchez Charter Schools",60489316,"https://en.wikipedia.org/wiki/George_I._Sanchez_Charter_Schools","Texas","Houston","","","charter","Charter high schools in Houston"
"George Washington Carver High School (Baytown, Texas)",59135282,"https://en.wikipedia.org/wiki/George_Washington_Carver_High_School_(Baytown,_Texas)","Texas","Baytown, Texas","","Texas","public","Public high schools in Texas"
"George Washington Carver High School (Ennis, Texas)",59805276,"https://en.wikipedia.org/wiki/George_Washington_Carver_High_School_(Ennis,_Texas)","Texas","Ennis, Texas","","Texas","public","Public high schools in Texas"
"George Washington Carver High School (Midland, Texas)",59662501,"https://en.wikipedia.org/wiki/George_Washington_Carver_High_School_(Midland,_Texas)","Texas","Midland, Texas","","Texas","public","Public high schools in Texas"
"George Washington Carver High School (Navasota, Texas)",59600934,"https://en.wikipedia.org/wiki/George_Washington_Carver_High_School_(Navasota,_Texas)","Texas","Navasota, Texas","","Texas","public","Public high schools in Texas"
"George Washington Carver High School (Sweeny, Texas)",59630751,"https://en.wikipedia.org/wiki/George_Washington_Carver_High_School_(Sweeny,_Texas)","Texas","Sweeny, Texas","","Texas","public","Public high schools in Texas"
"George Washington Carver High School (Waco, Texas)",59765910,"https://en.wikipedia.org/wiki/George_Washington_Carver_High_School_(Waco,_Texas)","Texas","Waco, Texas","","Texas","public","Public high schools in Texas"
"Georgetown High School (Texas)",26393515,"https://en.wikipedia.org/wiki/Georgetown_High_School_(Texas)","Texas","Georgetown, Texas","","Texas","public","Public high schools in Texas"
"Giddings High School",41427961,"https://en.wikipedia.org/wiki/Giddings_High_School","Texas","Giddings, Texas","","Texas","public","Public high schools in Texas"
"Girls and Boys Preparatory Academy",33940252,"https://en.wikipedia.org/wiki/Girls_and_Boys_Preparatory_Academy","Texas","Houston, Texas","","Texas","public","Public K–12 schools in Houston"
"Gladewater High School",13446690,"https://en.wikipedia.org/wiki/Gladewater_High_School","Texas","Gladewater, Texas","","Texas","public","Public high schools in Texas"
"Glen Rose High School (Texas)",73747938,"https://en.wikipedia.org/wiki/Glen_Rose_High_School_(Texas)","Texas","Glen Rose, Texas","","Texas","public","Public high schools in Texas"
"Glenda Dawson High School",11790095,"https://en.wikipedia.org/wiki/Glenda_Dawson_High_School","Texas","Pearland, Texas","","Texas","unknown","Schools in Pearland, Texas"
"Glenn High School (Leander, Texas)",50353858,"https://en.wikipedia.org/wiki/Glenn_High_School_(Leander,_Texas)","Texas","1320 Collaborative Way Leander","","Texas","unknown","Texas high school stubs"
"Gold-Burg High School",34280155,"https://en.wikipedia.org/wiki/Gold-Burg_High_School","Texas","Bowie, Texas","","Texas","public","Public high schools in Texas"
"Goldthwaite High School",27512202,"https://en.wikipedia.org/wiki/Goldthwaite_High_School","Texas","Goldthwaite, Texas","","Texas","public","Public high schools in Texas"
"Gonzales High School (Texas)",34537465,"https://en.wikipedia.org/wiki/Gonzales_High_School_(Texas)","Texas","Gonzales, Texas","","Texas","public","Public high schools in Texas"
"Gonzalo Garza Independence High School",7847910,"https://en.wikipedia.org/wiki/Gonzalo_Garza_Independence_High_School","Texas","Austin, Texas","","Texas","unknown","Texas high school stubs"
"Goodrich High School (Texas)",34712472,"https://en.wikipedia.org/wiki/Goodrich_High_School_(Texas)","Texas","Goodrich, Texas","","Texas","public","Public high schools in Texas"
"Gorman High School",41362517,"https://en.wikipedia.org/wiki/Gorman_High_School","Texas","Gorman, Texas","","Texas","public","Public high schools in Texas"
"Grace Christian Academy (Texas)",24624457,"https://en.wikipedia.org/wiki/Grace_Christian_Academy_(Texas)","Texas","Houston","","Houston","unknown","High schools in Houston"
"Grace Community School (Texas)",24562783,"https://en.wikipedia.org/wiki/Grace_Community_School_(Texas)","Texas","Tyler, Texas","","Texas","unknown","High schools in Tyler, Texas"
"Grace Preparatory Academy",29508028,"https://en.wikipedia.org/wiki/Grace_Preparatory_Academy","Texas","Arlington, Texas","Tarrant County","Texas","public","High schools in Tarrant County, Texas"
"Graford High School",34326219,"https://en.wikipedia.org/wiki/Graford_High_School","Texas","Graford, Texas","","Texas","public","Public high schools in Texas"
"Graham High School (Texas)",34714670,"https://en.wikipedia.org/wiki/Graham_High_School_(Texas)","Texas","Graham, Texas","","Texas","public","Public high schools in Texas"
"Granbury High School",34364385,"https://en.wikipedia.org/wiki/Granbury_High_School","Texas","2000 W. Pearl St.Granbury","","76048-1888","public","Public high schools in Texas"
"Grand Saline High School",30177228,"https://en.wikipedia.org/wiki/Grand_Saline_High_School","Texas","Grand Saline, Texas","","Texas","public","Public high schools in Texas"
"Grandfalls-Royalty High School",41367737,"https://en.wikipedia.org/wiki/Grandfalls-Royalty_High_School","Texas","Grandfalls, Texas","","Texas","public","Public high schools in Texas"
"Granger High School (Granger, Texas)",27377520,"https://en.wikipedia.org/wiki/Granger_High_School_(Granger,_Texas)","Texas","Granger, Texas","","Texas","public","Public high schools in Texas"
"Grape Creek High School",27120533,"https://en.wikipedia.org/wiki/Grape_Creek_High_School","Texas","Grape Creek, Texas","","Texas","public","Public high schools in Texas"
"Grapeland High School",48000870,"https://en.wikipedia.org/wiki/Grapeland_High_School","Texas","Grapeland, Texas","","Texas","public","Public high schools in Texas"
"Great Lakes Academy (Texas)",33442774,"https://en.wikipedia.org/wiki/Great_Lakes_Academy_(Texas)","Texas","Plano","","Texas","private","Private high schools in Texas"
"Green B. Trimble Technical High School",8440749,"https://en.wikipedia.org/wiki/Green_B._Trimble_Technical_High_School","Texas","Fort Worth, Texas","","Texas","public","Public high schools in Fort Worth, Texas"
"Greenhill School (Addison, Texas)",2027234,"https://en.wikipedia.org/wiki/Greenhill_School_(Addison,_Texas)","Texas","Addison, Texas","Dallas County","Texas","private","Private K–12 schools in Dallas County, Texas"
"Greenville High School (Texas)",39042330,"https://en.wikipedia.org/wiki/Greenville_High_School_(Texas)","Texas","Greenville, Texas","","Texas","public","Public high schools in Texas"
"Greenwood High School (Texas)",48903776,"https://en.wikipedia.org/wiki/Greenwood_High_School_(Texas)","Texas","Midland County, Texas","","Texas","public","Public high schools in Texas"
"Gregory-Portland High School",8632687,"https://en.wikipedia.org/wiki/Gregory-Portland_High_School","Texas","Portland, Texas","","Texas","public","Public high schools in Texas"
"Groesbeck High School",38584772,"https://en.wikipedia.org/wiki/Groesbeck_High_School","Texas","Groesbeck, Texas","","Texas","public","Public high schools in Texas"
"Groom High School",41510143,"https://en.wikipedia.org/wiki/Groom_High_School","Texas","Groom, Texas","","Texas","public","Public high schools in Texas"
"Groveton High School (Texas)",38781181,"https://en.wikipedia.org/wiki/Groveton_High_School_(Texas)","Texas","Groveton, Texas","","Texas","public","Public high schools in Texas"
"Gruver High School",34384750,"https://en.wikipedia.org/wiki/Gruver_High_School","Texas","Gruver, Texas","","Texas","public","Public high schools in Texas"
"Gustine High School (Texas)",51771543,"https://en.wikipedia.org/wiki/Gustine_High_School_(Texas)","Texas","Gustine, Texas","","Texas","public","Public high schools in Texas"
"H. Grady Spruce High School",11740706,"https://en.wikipedia.org/wiki/H._Grady_Spruce_High_School","Texas","Dallas, Texas","","Texas","public","Public high schools in Dallas"
"Hale Center High School",47798649,"https://en.wikipedia.org/wiki/Hale_Center_High_School","Texas","Hale Center, Texas","","Texas","public","Public high schools in Texas"
"Hallettsville High School",48381649,"https://en.wikipedia.org/wiki/Hallettsville_High_School","Texas","Hallettsville, Texas","","Texas","public","Public high schools in Texas"
"Hallsville High School (Texas)",33504829,"https://en.wikipedia.org/wiki/Hallsville_High_School_(Texas)","Texas","Hallsville, Texas","","Texas","public","Public high schools in Texas"
"Hamilton High School (Texas)",34245300,"https://en.wikipedia.org/wiki/Hamilton_High_School_(Texas)","Texas","Hamilton, Texas","","Texas","public","Public high schools in Texas"
"Hamlin High School",13458928,"https://en.wikipedia.org/wiki/Hamlin_High_School","Texas","Hamlin, Texas","","Texas","public","Public high schools in Texas"
"Hamshire-Fannett High School",13232679,"https://en.wikipedia.org/wiki/Hamshire-Fannett_High_School","Texas","Hamshire, Texas","","Texas","public","Public high schools in Texas"
"Happy High School",34719494,"https://en.wikipedia.org/wiki/Happy_High_School","Texas","Happy, Texas","","Texas","public","Public high schools in Texas"
"Hardin High School (Texas)",73955061,"https://en.wikipedia.org/wiki/Hardin_High_School_(Texas)","Texas","Liberty","","Texas","public","Public high schools in Texas"
"Hargrave High School",12623596,"https://en.wikipedia.org/wiki/Hargrave_High_School","Texas","Huffman, Texas","","Texas","unknown","Texas high school stubs"
"Harker Heights High School",34429656,"https://en.wikipedia.org/wiki/Harker_Heights_High_School","Texas","Harker Heights, Texas","Bell County, Texas","Texas","public","High schools in Bell County, Texas"
"Harlandale High School",14745605,"https://en.wikipedia.org/wiki/Harlandale_High_School","Texas","San Antonio, Texas","Bexar County, Texas","Texas","public","Public high schools in Texas"
"Harleton High School",41195086,"https://en.wikipedia.org/wiki/Harleton_High_School","Texas","Harleton, Texas","","Texas","public","Public high schools in Texas"
"Harrold High School (Harrald, Texas)",36610616,"https://en.wikipedia.org/wiki/Harrold_High_School_(Harrald,_Texas)","Texas","","","Texas","public","Public high schools in Texas"
"Harrold High School (Harrold, Texas)",36618911,"https://en.wikipedia.org/wiki/Harrold_High_School_(Harrold,_Texas)","Texas","","","Texas","public","Public high schools in Texas"
"Hart Junior-Senior High School",34281663,"https://en.wikipedia.org/wiki/Hart_Junior-Senior_High_School","Texas","Hart, Texas","","Texas","public","Public high schools in Texas"
"Hartley High School",47890804,"https://en.wikipedia.org/wiki/Hartley_High_School","Texas","Hartley, Texas","","Texas","public","Public high schools in Texas"
"Harvest Time Christian Academy",32419337,"https://en.wikipedia.org/wiki/Harvest_Time_Christian_Academy","Texas","Flint, Texas","","Texas","private","Private K–12 schools in Texas"
"Headwaters School",32723810,"https://en.wikipedia.org/wiki/Headwaters_School","Texas","Austin","","Texas","private","Preparatory schools in Texas"
"Hearne Academy",66263064,"https://en.wikipedia.org/wiki/Hearne_Academy","Texas","","","Texas","unknown","Former high schools in Texas"
"Hebert High School",47654067,"https://en.wikipedia.org/wiki/Hebert_High_School","Texas","","","Texas","unknown","Former high schools in Texas"
"Hebron High School (Texas)",5074374,"https://en.wikipedia.org/wiki/Hebron_High_School_(Texas)","Texas","Carrollton, Texas","","Texas","unknown","Schools in Carrollton, Texas"
"Heights High School",2285300,"https://en.wikipedia.org/wiki/Heights_High_School","Texas","Houston","","Texas","public","Public high schools in Houston"
"Hempstead High School (Texas)",37969064,"https://en.wikipedia.org/wiki/Hempstead_High_School_(Texas)","Texas","Hempstead, Texas","","Texas","public","Public high schools in Texas"
"Henderson High School (Texas)",38471965,"https://en.wikipedia.org/wiki/Henderson_High_School_(Texas)","Texas","","","Texas","unknown","High schools in Texas"
"Hendrickson High School",19841224,"https://en.wikipedia.org/wiki/Hendrickson_High_School","Texas","Pflugerville","Travis","Texas","public","Public high schools in Texas"
"Henrietta High School",51531605,"https://en.wikipedia.org/wiki/Henrietta_High_School","Texas","Henrietta, Texas","","Texas","public","Public high schools in Texas"
"Henrietta M. King Early College High School",19488649,"https://en.wikipedia.org/wiki/Henrietta_M._King_Early_College_High_School","Texas","Kingsville, Texas","","Texas","public","Public high schools in Texas"
"Hereford High School (Texas)",29340399,"https://en.wikipedia.org/wiki/Hereford_High_School_(Texas)","Texas","Hereford, Texas","","Texas","public","Public high schools in Texas"
"Heritage Christian Academy (Texas)",44540279,"https://en.wikipedia.org/wiki/Heritage_Christian_Academy_(Texas)","Texas","Rockwall, Texas","","Texas","private","Private K–12 schools in Texas"
"Heritage High School (Frisco, Texas)",27301440,"https://en.wikipedia.org/wiki/Heritage_High_School_(Frisco,_Texas)","Texas","Frisco, Texas","Collin County","Texas","public","High schools in Collin County, Texas"
"Hidalgo Early College High School",14593886,"https://en.wikipedia.org/wiki/Hidalgo_Early_College_High_School","Texas","Hidalgo, Texas","Hidalgo County, Texas","Texas","public","Public high schools in Texas"
"High Island School",74025565,"https://en.wikipedia.org/wiki/High_Island_School","Texas","2113 6 StHigh Island","","Texas","public","Public high schools in Texas"
"High School for Law and Justice",5988760,"https://en.wikipedia.org/wiki/High_School_for_Law_and_Justice","Texas","Houston","","Texas","public","Public high schools in Houston"
"Highland Park High School (University Park, Texas)",2202127,"https://en.wikipedia.org/wiki/Highland_Park_High_School_(University_Park,_Texas)","Texas","Dallas","Dallas County, Texas","TX","public","Public high schools in Dallas County, Texas"
"Highlands High School (San Antonio, Texas)",40461359,"https://en.wikipedia.org/wiki/Highlands_High_School_(San_Antonio,_Texas)","Texas","San Antonio, Texas","Bexar County, Texas","Texas","unknown","High schools in San Antonio"
"Hightower High School",2309242,"https://en.wikipedia.org/wiki/Hightower_High_School","Texas","3333 Hurricane Lane Missouri City","","Texas","unknown","Magnet schools in Texas"
"Hill Country Christian School",40759287,"https://en.wikipedia.org/wiki/Hill_Country_Christian_School","Texas","Austin, Texas","","Texas","private","Private K–12 schools in Texas"
"Hillcrest High School (Dallas)",6293564,"https://en.wikipedia.org/wiki/Hillcrest_High_School_(Dallas)","Texas","Dallas","","Texas","public","Public high schools in Dallas"
"Hillsboro High School (Texas)",47906044,"https://en.wikipedia.org/wiki/Hillsboro_High_School_(Texas)","Texas","Hillsboro, Texas","","Texas","public","Public high schools in Texas"
"Hirschi High School",5085803,"https://en.wikipedia.org/wiki/Hirschi_High_School","Texas","3106 Borton Lane Wichita Falls","","Texas","public","Public high schools in Texas"
"Hockaday School",742660,"https://en.wikipedia.org/wiki/Hockaday_School","Texas","Dallas, Texas","","Texas","private","Preparatory schools in Texas"
"Holland High School (Texas)",27211641,"https://en.wikipedia.org/wiki/Holland_High_School_(Texas)","Texas","Holland, Texas","Bell County, Texas","Texas","public","Public high schools in Texas"
"Holland Medical High School",25082758,"https://en.wikipedia.org/wiki/Holland_Medical_High_School","Texas","Abilene, Texas","","Texas","public","Public high schools in Texas"
"Holliday High School",16038221,"https://en.wikipedia.org/wiki/Holliday_High_School","Texas","Holliday, Texas","Archer County, Texas","Texas","public","Public high schools in Texas"
