Title,Page ID,URL,State,City,County,Extracted State,School Type,Direct Parent Category
"Poolesville High School",7512270,"https://en.wikipedia.org/wiki/Poolesville_High_School","Maryland","Poolesville, Maryland","Montgomery County","Maryland","public","Public high schools in Montgomery County, Maryland"
"Potomac High School (Maryland)",25935951,"https://en.wikipedia.org/wiki/Potomac_High_School_(Maryland)","Maryland","Oxon Hill, Maryland","","Maryland","public","Public high schools in Maryland"
"Public School No. 109",21441254,"https://en.wikipedia.org/wiki/Public_School_No._109","Maryland","N. Broadway and Ashland Ave.","","Maryland","public","Public schools in Baltimore"
"Public School No. 111",21443288,"https://en.wikipedia.org/wiki/Public_School_No._111","Maryland","N. Carrollton Ave. and Riggs Ave.","","Maryland","unknown","Historically segregated African-American schools in Maryland"
"Public School No. 25",21442390,"https://en.wikipedia.org/wiki/Public_School_No._25","Maryland","S. Bond St.","","Maryland","public","Public schools in Baltimore"
"Public School No. 37",21441315,"https://en.wikipedia.org/wiki/Public_School_No._37","Maryland","E. Biddle St. and N. Patterson Park Ave.","","Maryland","public","Public schools in Baltimore"
"Public School No. 99",21441381,"https://en.wikipedia.org/wiki/Public_School_No._99","Maryland","E. North Ave. and N. Washington St.","","Maryland","public","Public schools in Baltimore"
"Queen Anne's County High School",15996381,"https://en.wikipedia.org/wiki/Queen_Anne%27s_County_High_School","Maryland","Centreville, Maryland","","Maryland","public","Public high schools in Maryland"
"Queenstown Rosenwald School",27622662,"https://en.wikipedia.org/wiki/Queenstown_Rosenwald_School","Maryland","","","Maryland","unknown","Historically segregated African-American schools in Maryland"
"Quince Orchard High School",3996692,"https://en.wikipedia.org/wiki/Quince_Orchard_High_School","Maryland","Gaithersburg, Maryland","Montgomery County","Maryland","public","Public high schools in Montgomery County, Maryland"
"Randallstown High School",9509441,"https://en.wikipedia.org/wiki/Randallstown_High_School","Maryland","4000 Offutt RoadRandallstown","","Maryland 21133","public","Public high schools in Maryland"
"Reginald F. Lewis High School",9036326,"https://en.wikipedia.org/wiki/Reginald_F._Lewis_High_School","Maryland","Baltimore","","Maryland","public","Public high schools in Maryland"
"Renaissance Academy (Baltimore, Maryland)",9012304,"https://en.wikipedia.org/wiki/Renaissance_Academy_(Baltimore,_Maryland)","Maryland","Baltimore","","Maryland","public","Public high schools in Maryland"
"Reservoir High School",3340886,"https://en.wikipedia.org/wiki/Reservoir_High_School","Maryland","Fulton, Maryland","","Maryland","public","Public high schools in Maryland"
"Richard Montgomery High School",291514,"https://en.wikipedia.org/wiki/Richard_Montgomery_High_School","Maryland","Rockville, Maryland","Montgomery County","Maryland","public","Public high schools in Montgomery County, Maryland"
"Ridgeley School",50075558,"https://en.wikipedia.org/wiki/Ridgeley_School","Maryland","8507 Central Ave.","","Maryland","unknown","Rosenwald schools in Maryland"
"Rising Sun High School (Maryland)",13036851,"https://en.wikipedia.org/wiki/Rising_Sun_High_School_(Maryland)","Maryland","North East, Maryland","","Maryland","public","Public high schools in Maryland"
"River Hill High School",3340890,"https://en.wikipedia.org/wiki/River_Hill_High_School","Maryland","Clarksville, Maryland","","Maryland","public","Public high schools in Maryland"
"Riverdale Baptist School",10758632,"https://en.wikipedia.org/wiki/Riverdale_Baptist_School","Maryland","Upper Marlboro, Maryland","","Maryland","private","Preparatory schools in Maryland"
"Rochambeau French International School",16702803,"https://en.wikipedia.org/wiki/Rochambeau_French_International_School","Maryland","Bethesda, Maryland","Montgomery County","Maryland","private","Private K–12 schools in Montgomery County, Maryland"
"Rockbridge Academy",24504946,"https://en.wikipedia.org/wiki/Rockbridge_Academy","Maryland","Crownsville","","Maryland","private","Christian schools in Maryland"
"Rockville High School (Maryland)",3288651,"https://en.wikipedia.org/wiki/Rockville_High_School_(Maryland)","Maryland","2100 Baltimore RoadRockville","Montgomery County","Maryland 20851United States","public","Public high schools in Montgomery County, Maryland"
"Roland Park Country School",2669285,"https://en.wikipedia.org/wiki/Roland_Park_Country_School","Maryland","Baltimore, Maryland","","Maryland","private","Preparatory schools in Maryland"
"Russian Night School of Baltimore",66947717,"https://en.wikipedia.org/wiki/Russian_Night_School_of_Baltimore","Maryland","Baltimore","","United States","unknown","Maryland school stubs"
"Saint Frances Academy (Baltimore)",11124103,"https://en.wikipedia.org/wiki/Saint_Frances_Academy_(Baltimore)","Maryland","Baltimore","","Maryland","private","Catholic secondary schools in Maryland"
"Saints Peter and Paul School",11121512,"https://en.wikipedia.org/wiki/Saints_Peter_and_Paul_School","Maryland","Easton, Maryland","Talbot County, Maryland","Maryland","private","Catholic secondary schools in Maryland"
"Samuel Ready School",44493230,"https://en.wikipedia.org/wiki/Samuel_Ready_School","Maryland","Baltimore","","","private","Private schools in Baltimore"
"San Domingo School",20724271,"https://en.wikipedia.org/wiki/San_Domingo_School","Maryland","11526 Old School Rd.","","Maryland","unknown","Rosenwald schools in Maryland"
"Sandy Spring Friends School",2369932,"https://en.wikipedia.org/wiki/Sandy_Spring_Friends_School","Maryland","16923 Norwood Road","","U.S.","private","Private high schools in Maryland"
"Seneca Valley High School",3763904,"https://en.wikipedia.org/wiki/Seneca_Valley_High_School","Maryland","Germantown, Maryland","Montgomery County","Maryland","public","Public high schools in Montgomery County, Maryland"
"Seton Keough High School",9273226,"https://en.wikipedia.org/wiki/Seton_Keough_High_School","Maryland","Baltimore","","Maryland","private","Catholic secondary schools in Maryland"
"Severn Run High School",77636798,"https://en.wikipedia.org/wiki/Severn_Run_High_School","Maryland","Severn, Maryland","","Maryland","public","Public high schools in Maryland"
"Severn School",3648517,"https://en.wikipedia.org/wiki/Severn_School","Maryland","201 Water StreetSeverna Park","","Maryland","private","Preparatory schools in Maryland"
"Severna Park High School",4462283,"https://en.wikipedia.org/wiki/Severna_Park_High_School","Maryland","Severna Park","","Maryland","public","Public high schools in Maryland"
"Sherwood High School (Maryland)",3758983,"https://en.wikipedia.org/wiki/Sherwood_High_School_(Maryland)","Maryland","Sandy Spring, Maryland","Montgomery County","Maryland","public","Public high schools in Montgomery County, Maryland"
"Sidwell Friends School",925473,"https://en.wikipedia.org/wiki/Sidwell_Friends_School","Maryland","Bethesda, Maryland Lower SchoolWashington, D.C. Middle/Upper School","","Maryland","private","Preparatory schools in Maryland"
"Siena School",48516809,"https://en.wikipedia.org/wiki/Siena_School","Maryland","Silver Spring","","Maryland","private","Private schools in Maryland"
"Smithsburg High School",10744511,"https://en.wikipedia.org/wiki/Smithsburg_High_School","Maryland","Smithsburg, Maryland","","Maryland","public","Public high schools in Maryland"
"Smithville Colored School",80687443,"https://en.wikipedia.org/wiki/Smithville_Colored_School","Maryland","811 East Randolph Road","","Maryland","unknown","Historically segregated African-American schools in Maryland"
"Snow Hill High School",4798544,"https://en.wikipedia.org/wiki/Snow_Hill_High_School","Maryland","Snow Hill, Maryland","","Maryland","public","Public high schools in Maryland"
"Sollers Point Technical High School",24792261,"https://en.wikipedia.org/wiki/Sollers_Point_Technical_High_School","Maryland","","","Maryland","public","Public high schools in Maryland"
"South Carroll High School",11947468,"https://en.wikipedia.org/wiki/South_Carroll_High_School","Maryland","Sykesville, MD","","Maryland","public","Public high schools in Maryland"
"South Hagerstown High School",11349851,"https://en.wikipedia.org/wiki/South_Hagerstown_High_School","Maryland","1101 South Potomac StreetHagerstown","","MD 21740","public","Public high schools in Maryland"
"South River High School (Maryland)",13651709,"https://en.wikipedia.org/wiki/South_River_High_School_(Maryland)","Maryland","Edgewater, Maryland","","Maryland","public","Public high schools in Maryland"
"Southern Garrett High School",24577972,"https://en.wikipedia.org/wiki/Southern_Garrett_High_School","Maryland","","Garrett","MD","public","High schools in Garrett County, Maryland"
"Southern High School (Baltimore, Maryland)",14341529,"https://en.wikipedia.org/wiki/Southern_High_School_(Baltimore,_Maryland)","Maryland","Baltimore","","","public","Public schools in Baltimore"
"Southern High School (Harwood, Maryland)",6875378,"https://en.wikipedia.org/wiki/Southern_High_School_(Harwood,_Maryland)","Maryland","Harwood, Maryland","","Maryland","public","Public high schools in Maryland"
"Southside Academy",9037072,"https://en.wikipedia.org/wiki/Southside_Academy","Maryland","Baltimore","","Maryland","public","Public high schools in Maryland"
"Southwestern Senior High School (Maryland)",9037150,"https://en.wikipedia.org/wiki/Southwestern_Senior_High_School_(Maryland)","Maryland","Baltimore","","Maryland","unknown","Maryland school stubs"
"Sparrows Point High School",11549437,"https://en.wikipedia.org/wiki/Sparrows_Point_High_School","Maryland","Sparrows Point, Maryland","","Maryland","public","Public high schools in Maryland"
"Spencerville Adventist Academy",14548660,"https://en.wikipedia.org/wiki/Spencerville_Adventist_Academy","Maryland","Spencerville, Maryland","","Maryland","private","Private high schools in Maryland"
"Springbrook High School",1339604,"https://en.wikipedia.org/wiki/Springbrook_High_School","Maryland","Silver Spring","Montgomery County","Maryland","public","Public high schools in Montgomery County, Maryland"
"St. Andrew's Episcopal School (Maryland)",4355518,"https://en.wikipedia.org/wiki/St._Andrew%27s_Episcopal_School_(Maryland)","Maryland","Potomac, Maryland","Montgomery County","Maryland","private","Private K–12 schools in Montgomery County, Maryland"
"St. Brigid's School and Convent",53102281,"https://en.wikipedia.org/wiki/St._Brigid%27s_School_and_Convent","Maryland","900 S. East Ave.","","Maryland","private","Catholic schools in Maryland"
"St. James School, Maryland",7117164,"https://en.wikipedia.org/wiki/St._James_School,_Maryland","Maryland","17641 College Road Hagerstown","","U.S.cite web","private","Private high schools in Maryland"
"St. Maria Goretti High School",6890012,"https://en.wikipedia.org/wiki/St._Maria_Goretti_High_School","Maryland","Hagerstown, Maryland","Washington County, Maryland","Maryland","private","Catholic secondary schools in Maryland"
"St. Mary's High School (Annapolis, Maryland)",3527192,"https://en.wikipedia.org/wiki/St._Mary%27s_High_School_(Annapolis,_Maryland)","Maryland","Annapolis, Maryland","","Maryland","private","Catholic secondary schools in Maryland"
"St. Mary's Ryken High School",5726717,"https://en.wikipedia.org/wiki/St._Mary%27s_Ryken_High_School","Maryland","Leonardtown, Maryland","St. Mary's County, Maryland","Maryland","private","Private high schools in Maryland"
"St. Michaels Middle/High School",15977983,"https://en.wikipedia.org/wiki/St._Michaels_Middle/High_School","Maryland","St. Michaels, Maryland","","Maryland","public","Public high schools in Maryland"
"St. Paul's School for Boys",4415139,"https://en.wikipedia.org/wiki/St._Paul%27s_School_for_Boys","Maryland","Brooklandville, Maryland","Baltimore County, Maryland","Maryland","private","Preparatory schools in Maryland"
"St. Paul's School for Girls (Maryland)",13588710,"https://en.wikipedia.org/wiki/St._Paul%27s_School_for_Girls_(Maryland)","Maryland","Brooklandville, Maryland","","Maryland","private","Preparatory schools in Maryland"
"St. Peter's School, Waldorf",36277888,"https://en.wikipedia.org/wiki/St._Peter%27s_School,_Waldorf","Maryland","Waldorf, Maryland","","Maryland","private","Catholic schools in Maryland"
"St. Philip the Apostle Catholic School",35936065,"https://en.wikipedia.org/wiki/St._Philip_the_Apostle_Catholic_School","Maryland","Camp Springs, Maryland","","Maryland","private","Catholic schools in Maryland"
"St. Stephen's High School (Bradshaw, Maryland)",40648230,"https://en.wikipedia.org/wiki/St._Stephen%27s_High_School_(Bradshaw,_Maryland)","Maryland","Kingsville, Maryland","Baltimore County","Maryland","private","Private schools in Baltimore County, Maryland"
"St. Timothy's School",11985089,"https://en.wikipedia.org/wiki/St._Timothy%27s_School","Maryland","Stevenson, Maryland","","Maryland","private","Private high schools in Maryland"
"St. Vincent Pallotti High School",6331422,"https://en.wikipedia.org/wiki/St._Vincent_Pallotti_High_School","Maryland","Laurel, Maryland","Prince George's County, Maryland","Maryland","private","Catholic secondary schools in Maryland"
"Stephen Decatur High School (Maryland)",13485586,"https://en.wikipedia.org/wiki/Stephen_Decatur_High_School_(Maryland)","Maryland","Berlin, MD","","Maryland","public","Public high schools in Maryland"
"Stone Ridge School of the Sacred Heart",47734691,"https://en.wikipedia.org/wiki/Stone_Ridge_School_of_the_Sacred_Heart","Maryland","Bethesda, Maryland","","Maryland","private","Catholic secondary schools in Maryland"
"Sturgis One Room School",15313872,"https://en.wikipedia.org/wiki/Sturgis_One_Room_School","Maryland","","","Maryland","unknown","One-room schoolhouses in Maryland"
"Suitland High School",25937811,"https://en.wikipedia.org/wiki/Suitland_High_School","Maryland","District Heights, Maryland","Prince George's County, Maryland","Maryland","public","Public high schools in Maryland"
"Surrattsville High School",14390002,"https://en.wikipedia.org/wiki/Surrattsville_High_School","Maryland","Clinton, Maryland","","Maryland","public","Public high schools in Maryland"
"Takoma Academy",9150379,"https://en.wikipedia.org/wiki/Takoma_Academy","Maryland","Takoma Park, MD","","Maryland","private","Private high schools in Maryland"
"Talent Development High School (Baltimore, Maryland)",9019814,"https://en.wikipedia.org/wiki/Talent_Development_High_School_(Baltimore,_Maryland)","Maryland","Baltimore","","Maryland","public","Public high schools in Maryland"
"Talmudical Academy of Baltimore",24060714,"https://en.wikipedia.org/wiki/Talmudical_Academy_of_Baltimore","Maryland","","","Maryland","private","Private K–12 schools in Maryland"
"The Avalon School",27656541,"https://en.wikipedia.org/wiki/The_Avalon_School","Maryland","Wheaton, Maryland","","Maryland","private","Catholic secondary schools in Maryland"
"The Beddow Schools",58434610,"https://en.wikipedia.org/wiki/The_Beddow_Schools","Maryland","","","Maryland","private","Private high schools in Maryland"
"The Gunston School",55016958,"https://en.wikipedia.org/wiki/The_Gunston_School","Maryland","Centreville","","MarylandCoord","private","Private high schools in Maryland"
"The Heights School (Maryland)",3468793,"https://en.wikipedia.org/wiki/The_Heights_School_(Maryland)","Maryland","Potomac, Maryland","Montgomery County","Maryland","private","Private high schools in Montgomery County, Maryland"
"The John Carroll School",6392569,"https://en.wikipedia.org/wiki/The_John_Carroll_School","Maryland","Bel Air, Harford County, Maryland","","collapsed","private","Catholic secondary schools in Maryland"
"The Reach! Partnership School",60604194,"https://en.wikipedia.org/wiki/The_Reach!_Partnership_School","Maryland","Baltimore","","Maryland","public","Public high schools in Maryland"
"The Woods Academy",36271648,"https://en.wikipedia.org/wiki/The_Woods_Academy","Maryland","Bethesda, Maryland","","Maryland","private","Catholic schools in Maryland"
"Thomas Edison High School of Technology",5630871,"https://en.wikipedia.org/wiki/Thomas_Edison_High_School_of_Technology","Maryland","Silver Spring, Maryland","","Maryland","public","Public high schools in Maryland"
"Thomas S. Wootton High School",525327,"https://en.wikipedia.org/wiki/Thomas_S._Wootton_High_School","Maryland","Rockville, Maryland","Montgomery County, Maryland","Maryland","public","Public high schools in Montgomery County, Maryland"
"Thomas Stone High School",13280899,"https://en.wikipedia.org/wiki/Thomas_Stone_High_School","Maryland","Waldorf, Maryland","","Maryland","public","Public high schools in Maryland"
"Thornton Friends School",3776460,"https://en.wikipedia.org/wiki/Thornton_Friends_School","Maryland","","","Maryland","unknown","Quaker schools in Maryland"
"Thurgood Marshall High School (Maryland)",9012372,"https://en.wikipedia.org/wiki/Thurgood_Marshall_High_School_(Maryland)","Maryland","Baltimore","","Maryland","public","Public high schools in Maryland"
"Tome School",4570957,"https://en.wikipedia.org/wiki/Tome_School","Maryland","","","Maryland","private","Preparatory schools in Maryland"
"Towson Catholic High School",6341516,"https://en.wikipedia.org/wiki/Towson_Catholic_High_School","Maryland","Towson, Maryland","Baltimore County, Maryland","Maryland","private","Private schools in Baltimore County, Maryland"
"Towson High School",2542104,"https://en.wikipedia.org/wiki/Towson_High_School","Maryland","Towson, Maryland","","Maryland","public","Public high schools in Maryland"
"Trinity Lutheran Christian School (Harford County, Maryland)",55549935,"https://en.wikipedia.org/wiki/Trinity_Lutheran_Christian_School_(Harford_County,_Maryland)","Maryland","","","Maryland","private","Christian schools in Maryland"
"Tuscarora High School (Maryland)",3915401,"https://en.wikipedia.org/wiki/Tuscarora_High_School_(Maryland)","Maryland","Frederick, Maryland","","Maryland","public","Public high schools in Maryland"
"Urbana High School (Maryland)",9021099,"https://en.wikipedia.org/wiki/Urbana_High_School_(Maryland)","Maryland","Ijamsville, Maryland","","Maryland","public","Public high schools in Maryland"
"Visitation Academy of Frederick",35849825,"https://en.wikipedia.org/wiki/Visitation_Academy_of_Frederick","Maryland","Frederick, Maryland","Frederick County","Maryland","public","Schools in Frederick County, Maryland"
"Vivien T. Thomas Medical Arts Academy",9036200,"https://en.wikipedia.org/wiki/Vivien_T._Thomas_Medical_Arts_Academy","Maryland","","","Maryland","public","Public high schools in Maryland"
"Walbrook High School",9037446,"https://en.wikipedia.org/wiki/Walbrook_High_School","Maryland","Baltimore","","Maryland","public","Public high schools in Maryland"
"Waldorf School of Baltimore",5142341,"https://en.wikipedia.org/wiki/Waldorf_School_of_Baltimore","Maryland","Baltimore","","Maryland","private","Private schools in Baltimore"
"Walkersville High School",8693187,"https://en.wikipedia.org/wiki/Walkersville_High_School","Maryland","Walkersville, Maryland","","Maryland","public","Public high schools in Maryland"
"Walt Whitman High School (Maryland)",1917593,"https://en.wikipedia.org/wiki/Walt_Whitman_High_School_(Maryland)","Maryland","Bethesda, Maryland","Montgomery County","Maryland","public","Public high schools in Montgomery County, Maryland"
"Walter Johnson High School",437794,"https://en.wikipedia.org/wiki/Walter_Johnson_High_School","Maryland","North Bethesda, Maryland","Montgomery County","Maryland","public","Public high schools in Montgomery County, Maryland"
"Washington Academy and High School",15216118,"https://en.wikipedia.org/wiki/Washington_Academy_and_High_School","Maryland","Princess Anne, Maryland","","Maryland","public","Public high schools in Maryland"
"Washington Christian Academy",14222331,"https://en.wikipedia.org/wiki/Washington_Christian_Academy","Maryland","Olney, Maryland","Montgomery County, Maryland","Maryland","private","Private K–12 schools in Montgomery County, Maryland"
"Washington County Technical High School",19612766,"https://en.wikipedia.org/wiki/Washington_County_Technical_High_School","Maryland","Hagerstown, Maryland","","Maryland","public","Public high schools in Maryland"
"Washington Waldorf School",2615634,"https://en.wikipedia.org/wiki/Washington_Waldorf_School","Maryland","Bethesda, Maryland","Montgomery County","Maryland","private","Private K–12 schools in Montgomery County, Maryland"
"Watkins Mill High School",4661861,"https://en.wikipedia.org/wiki/Watkins_Mill_High_School","Maryland","Gaithersburg, Maryland","Montgomery County","Maryland","public","Public high schools in Montgomery County, Maryland"
"West Nottingham Academy",5545756,"https://en.wikipedia.org/wiki/West_Nottingham_Academy","Maryland","Colora, Maryland","","Maryland","private","Preparatory schools in Maryland"
"Western High School (Maryland)",7659949,"https://en.wikipedia.org/wiki/Western_High_School_(Maryland)","Maryland","Baltimore","","Maryland","public","Public high schools in Maryland"
"Western School of Technology",14307937,"https://en.wikipedia.org/wiki/Western_School_of_Technology","Maryland","Catonsville","","Maryland","public","Public high schools in Maryland"
"Westlake High School (Maryland)",7475752,"https://en.wikipedia.org/wiki/Westlake_High_School_(Maryland)","Maryland","Waldorf, Maryland","","Maryland","public","Public high schools in Maryland"
"Westminster High School (Maryland)",2677834,"https://en.wikipedia.org/wiki/Westminster_High_School_(Maryland)","Maryland","Westminster, Maryland","","Maryland","public","Public high schools in Maryland"
"Wheaton High School",9313935,"https://en.wikipedia.org/wiki/Wheaton_High_School","Maryland","Silver Spring, Maryland","Montgomery County","Maryland","public","Public high schools in Montgomery County, Maryland"
"Wicomico High School",10597583,"https://en.wikipedia.org/wiki/Wicomico_High_School","Maryland","Salisbury, Maryland","","Maryland","public","Public high schools in Maryland"
"Wilde Lake High School",2235036,"https://en.wikipedia.org/wiki/Wilde_Lake_High_School","Maryland","Columbia, Maryland","","Maryland","public","Public high schools in Maryland"
"Wiley H. Bates High School",20541834,"https://en.wikipedia.org/wiki/Wiley_H._Bates_High_School","Maryland","<!-- or","","Maryland","unknown","Historically segregated African-American schools in Maryland"
"Williamsport High School",8893176,"https://en.wikipedia.org/wiki/Williamsport_High_School","Maryland","Williamsport, Maryland","","Maryland","public","Public high schools in Maryland"
"Wilson School (Clear Spring, Maryland)",21043879,"https://en.wikipedia.org/wiki/Wilson_School_(Clear_Spring,_Maryland)","Maryland","Rufus Wilson Rd.","","Maryland","unknown","One-room schoolhouses in Maryland"
"Winston Churchill High School (Maryland)",3067995,"https://en.wikipedia.org/wiki/Winston_Churchill_High_School_(Maryland)","Maryland","Potomac, Maryland","Montgomery County","Maryland","public","Public high schools in Montgomery County, Maryland"
"Winters Mill High School",5066645,"https://en.wikipedia.org/wiki/Winters_Mill_High_School","Maryland","Westminster, Maryland","","Maryland","public","Public high schools in Maryland"
"Woodlawn High School (Maryland)",12374233,"https://en.wikipedia.org/wiki/Woodlawn_High_School_(Maryland)","Maryland","Baltimore","","Maryland","public","Public high schools in Maryland"
"Woodmont Academy",43958556,"https://en.wikipedia.org/wiki/Woodmont_Academy","Maryland","Cooksville, Maryland","Howard County","Maryland","private","Private schools in Howard County, Maryland"
"Worcester Preparatory School",17046665,"https://en.wikipedia.org/wiki/Worcester_Preparatory_School","Maryland","Berlin, Maryland","","Maryland","private","Preparatory schools in Maryland"
"Worcester Technical High School (Maryland)",28017203,"https://en.wikipedia.org/wiki/Worcester_Technical_High_School_(Maryland)","Maryland","Newark, Maryland","","Maryland","public","Public high schools in Maryland"
"Yeshivat Rambam Maimonides Academy",25507145,"https://en.wikipedia.org/wiki/Yeshivat_Rambam_Maimonides_Academy","Maryland","Baltimore","","","private","Private schools in Baltimore"
"Youth Opportunity Academy",60621267,"https://en.wikipedia.org/wiki/Youth_Opportunity_Academy","Maryland","Baltimore","","Maryland","public","Public high schools in Maryland"
"Academy at Charlemont",7882549,"https://en.wikipedia.org/wiki/Academy_at_Charlemont","Massachusetts","Charlemont, Massachusetts","","Massachusetts","private","Private high schools in Massachusetts"
"Academy at Swift River",22306880,"https://en.wikipedia.org/wiki/Academy_at_Swift_River","Massachusetts","Cummington","Hampshire","Massachusetts","unknown","Boarding schools in Massachusetts"
"Agawam High School",31828183,"https://en.wikipedia.org/wiki/Agawam_High_School","Massachusetts","Springfield, Massachusetts","Hampden County","Massachusetts","public","High schools in Hampden County, Massachusetts"
"American Institute of Instruction",4313805,"https://en.wikipedia.org/wiki/American_Institute_of_Instruction","Massachusetts","","","Massachusetts","unknown","Schools in Massachusetts"
"Amherst Regional High School (Massachusetts)",2600614,"https://en.wikipedia.org/wiki/Amherst_Regional_High_School_(Massachusetts)","Massachusetts","Amherst","","Massachusetts","public","Public high schools in Massachusetts"
"Archbishop Williams High School",1812061,"https://en.wikipedia.org/wiki/Archbishop_Williams_High_School","Massachusetts","Braintree, Massachusetts","","Massachusetts","private","Catholic secondary schools in Massachusetts"
"Arms Academy",24131066,"https://en.wikipedia.org/wiki/Arms_Academy","Massachusetts","Shelburne","","U.S.","public","Public high schools in Massachusetts"
"Austin Preparatory School",5029398,"https://en.wikipedia.org/wiki/Austin_Preparatory_School","Massachusetts","Reading, Massachusetts","","Massachusetts","private","Catholic secondary schools in Massachusetts"
"Belchertown High School",7447376,"https://en.wikipedia.org/wiki/Belchertown_High_School","Massachusetts","Belchertown, Massachusetts","","Massachusetts","public","Public high schools in Massachusetts"
"Berkshire Arts & Technology Charter Public School",10477104,"https://en.wikipedia.org/wiki/Berkshire_Arts_%26_Technology_Charter_Public_School","Massachusetts","Adams, Massachusetts","","Massachusetts","charter","Charter high schools in Massachusetts"
"Berkshire Country Day School",20644677,"https://en.wikipedia.org/wiki/Berkshire_Country_Day_School","Massachusetts","Stockbridge, Massachusetts","Berkshire County","Massachusetts","public","Schools in Berkshire County, Massachusetts"
"Berkshire School",4515170,"https://en.wikipedia.org/wiki/Berkshire_School","Massachusetts","Sheffield, Massachusetts","Berkshire","Massachusetts","private","Private high schools in Massachusetts"
"Boston Academy of Music",17720894,"https://en.wikipedia.org/wiki/Boston_Academy_of_Music","Massachusetts","Boston","","Massachusetts","unknown","Massachusetts school stubs"
"Boston Renaissance Charter Public School",53825825,"https://en.wikipedia.org/wiki/Boston_Renaissance_Charter_Public_School","Massachusetts","Hyde Park, Massachusetts","","Massachusetts","charter","Charter schools in Massachusetts"
"Boston School for the Deaf",76516462,"https://en.wikipedia.org/wiki/Boston_School_for_the_Deaf","Massachusetts","Randolph","","Massachusetts","unknown","Schools for the deaf in Massachusetts"
"Boston Trinity Academy",26285137,"https://en.wikipedia.org/wiki/Boston_Trinity_Academy","Massachusetts","Boston, Massachusetts","","Massachusetts","private","Christian schools in Massachusetts"
"Buxton School (Massachusetts)",11676840,"https://en.wikipedia.org/wiki/Buxton_School_(Massachusetts)","Massachusetts","Williamstown, Massachusetts","Berkshire County, Massachusetts","Massachusetts","private","Private high schools in Massachusetts"
"Cape Cod Regional Technical High School",9327767,"https://en.wikipedia.org/wiki/Cape_Cod_Regional_Technical_High_School","Massachusetts","Harwich","","Massachusetts","public","Public high schools in Massachusetts"
"Charles H. McCann Technical School",12650318,"https://en.wikipedia.org/wiki/Charles_H._McCann_Technical_School","Massachusetts","North Adams","","Massachusetts 01247","public","Public high schools in Massachusetts"
"Charter Schools in Massachusetts",30916125,"https://en.wikipedia.org/wiki/Charter_Schools_in_Massachusetts","Massachusetts","","","Massachusetts","charter","Charter schools in Massachusetts"
"Chelsea High School (Massachusetts)",27600754,"https://en.wikipedia.org/wiki/Chelsea_High_School_(Massachusetts)","Massachusetts","Chelsea, Massachusetts","","Massachusetts","public","Public high schools in Massachusetts"
"Chicopee Comprehensive High School",21006282,"https://en.wikipedia.org/wiki/Chicopee_Comprehensive_High_School","Massachusetts","617 Montgomery StreetChicopee","","01020","public","Public high schools in Massachusetts"
"Chicopee High School",24195556,"https://en.wikipedia.org/wiki/Chicopee_High_School","Massachusetts","820 Front StreetChicopee","","01020","public","Public high schools in Massachusetts"
"Clarke Schools for Hearing and Speech",4347574,"https://en.wikipedia.org/wiki/Clarke_Schools_for_Hearing_and_Speech","Massachusetts","Northampton, Massachusetts","Hampshire County","Massachusetts","public","Schools in Hampshire County, Massachusetts"
"Cushing Academy",2115935,"https://en.wikipedia.org/wiki/Cushing_Academy","Massachusetts","Ashburnham, Massachusetts","","Massachusetts","private","Private high schools in Massachusetts"
"DeSisto School",7636465,"https://en.wikipedia.org/wiki/DeSisto_School","Massachusetts","","","Massachusetts","unknown","Special schools in Massachusetts"
"Dearborn School",17601395,"https://en.wikipedia.org/wiki/Dearborn_School","Massachusetts","Boston","","Massachusetts","unknown","Massachusetts school stubs"
"Deerfield Academy",4233891,"https://en.wikipedia.org/wiki/Deerfield_Academy","Massachusetts","Amherst","","Massachusetts","private","Private high schools in Massachusetts"
"Dr. Dio Lewis's School for Young Ladies",54514836,"https://en.wikipedia.org/wiki/Dr._Dio_Lewis%27s_School_for_Young_Ladies","Massachusetts","","","Massachusetts","unknown","Boarding schools in Massachusetts"
"Drury High School",8475737,"https://en.wikipedia.org/wiki/Drury_High_School","Massachusetts","North Adams","","Massachusetts 01247","public","Public high schools in Massachusetts"
"Eaglebrook School",2892061,"https://en.wikipedia.org/wiki/Eaglebrook_School","Massachusetts","Deerfield, Massachusetts","","Massachusetts","unknown","Boarding schools in Massachusetts"
"Eagleton School",36524701,"https://en.wikipedia.org/wiki/Eagleton_School","Massachusetts","446 Monterey RoadGreat Barrington","","Massachusetts","private","Private schools in Massachusetts"
"East Longmeadow High School",23220046,"https://en.wikipedia.org/wiki/East_Longmeadow_High_School","Massachusetts","East Longmeadow, Massachusetts","","Massachusetts","public","Public high schools in Massachusetts"
"Easthampton High School",67972569,"https://en.wikipedia.org/wiki/Easthampton_High_School","Massachusetts","Easthampton, Massachusetts","","Massachusetts","public","Public high schools in Massachusetts"
"Edgartown School",4184516,"https://en.wikipedia.org/wiki/Edgartown_School","Massachusetts","Lynn","","Massachusetts","unknown","Massachusetts school stubs"
"Elias Brookings School",73927335,"https://en.wikipedia.org/wiki/Elias_Brookings_School","Massachusetts","367 Hancock St.","","Massachusetts","unknown","Schools in Springfield, Massachusetts"
"Eliot School rebellion",28170881,"https://en.wikipedia.org/wiki/Eliot_School_rebellion","Massachusetts","","","Massachusetts","private","Catholic schools in Massachusetts"
